0,109,400,60,76,39.06,53.09,30,20,26,2023-09-05 10:08:38
1,110,405,80,76,39.15,55.24,16,22,12,2023-09-05 10:09:23
2,111,400,64,80,39.72,53.95,5,18,21,2023-09-05 10:10:20
3,110,400,78,64,40.05,50.66,30,0,23,2023-09-05 10:10:07
4,111,402,74,80,38.35,52.51,9,14,28,2023-09-05 10:10:21
5,117,402,79,67,39.85,51.62,9,15,21,2023-09-05 10:11:00
6,111,405,77,78,40.39,51.02,15,17,7,2023-09-05 10:10:24
7,115,400,66,77,39.59,51.2,5,26,23,2023-09-05 10:10:01
8,115,403,66,62,40.69,51.84,22,12,17,2023-09-05 10:08:51
9,110,402,66,70,38.97,50.69,20,30,12,2023-09-05 10:11:05
10,116,403,69,62,39.79,50.01,7,26,5,2023-09-05 10:09:38
11,116,400,64,67,41.9,55.35,29,3,9,2023-09-05 10:11:05
12,111,405,72,62,41.19,53.16,29,29,10,2023-09-05 10:09:01
13,111,403,61,64,41.79,53.91,17,3,18,2023-09-05 10:09:36
14,116,402,70,64,39.79,53.52,13,10,12,2023-09-05 10:10:51
15,110,402,69,68,39.95,50.92,21,8,18,2023-09-05 10:09:53
16,117,405,79,76,40.45,55.77,12,25,30,2023-09-05 10:10:28
17,109,405,69,61,39.11,52.83,0,25,30,2023-09-05 10:09:33
18,115,400,78,66,39.53,55.89,24,4,22,2023-09-05 10:09:20
19,109,400,71,72,38.04,54.2,18,13,17,2023-09-05 10:11:03
20,109,401,63,76,39.97,53.03,0,28,20,2023-09-05 10:11:25
21,117,404,64,72,40.87,52.05,7,22,21,2023-09-05 10:11:01
22,112,405,75,78,40.99,55.51,21,20,23,2023-09-05 10:09:16
23,112,400,65,70,40.39,54.11,22,26,28,2023-09-05 10:09:48
24,115,405,69,68,38.22,50.78,15,12,5,2023-09-05 10:09:44
25,114,402,69,62,38.41,50.55,6,18,20,2023-09-05 10:09:53
26,113,401,71,74,41.58,50.53,20,21,26,2023-09-05 10:11:02
27,113,400,78,80,39.46,50.76,20,17,9,2023-09-05 10:11:32
28,111,402,61,72,40.93,50.8,7,27,30,2023-09-05 10:11:02
29,117,404,75,62,39.11,52.84,25,1,10,2023-09-05 10:11:28
30,116,404,70,61,40.71,55.51,28,22,6,2023-09-05 10:09:41
