355533,112,0001,15/10/2021 18:50:31,15/10/2021 18:50:54,15/10/2021 18:53:51,185232,1/1/1900 00:00:00,181387,0
355524,111,0001,15/10/2021 18:27:43,15/10/2021 18:28:33,15/10/2021 18:32:11,240976,1/1/1900 00:00:00,73859,0
355525,112,0001,15/10/2021 18:29:21,15/10/2021 18:31:47,15/10/2021 18:34:37,185232,1/1/1900 00:00:00,181385,0
355526,111,0001,15/10/2021 18:32:11,15/10/2021 18:33:01,15/10/2021 18:36:39,242576,1/1/1900 00:00:00,73860,0
355527,112,0001,15/10/2021 18:34:37,15/10/2021 18:47:24,15/10/2021 18:50:31,187632,1/1/1900 00:00:00,181386,0
355528,111,0001,15/10/2021 18:36:39,15/10/2021 18:40:13,15/10/2021 18:44:12,247024,1/1/1900 00:00:00,73861,0
355529,111,0001,15/10/2021 18:44:12,15/10/2021 18:46:13,15/10/2021 18:50:08,244848,1/1/1900 00:00:00,73862,0
355530,117,0006,15/10/2021 18:45:00,15/10/2021 18:46:37,15/10/2021 19:03:56,1056144,1/1/1900 00:00:00,65547,0
355531,111,0001,15/10/2021 18:50:08,15/10/2021 19:11:14,15/10/2021 19:14:52,235056,1/1/1900 00:00:00,73863,0
355532,115,0006,15/10/2021 18:50:16,15/10/2021 18:54:15,15/10/2021 19:10:49,1002656,1/1/1900 00:00:00,36191,0
355533,112,0001,15/10/2021 18:50:31,15/10/2021 18:50:54,15/10/2021 18:53:51,185232,1/1/1900 00:00:00,181387,0
355534,112,0001,15/10/2021 18:53:51,15/10/2021 18:54:16,15/10/2021 18:57:05,185184,1/1/1900 00:00:00,181388,0
355535,112,0001,15/10/2021 18:57:05,15/10/2021 19:00:43,15/10/2021 19:03:57,185248,1/1/1900 00:00:00,181390,0
355536,117,0006,15/10/2021 19:03:56,15/10/2021 19:10:01,15/10/2021 19:27:22,1055664,1/1/1900 00:00:00,65548,0
355537,112,0001,15/10/2021 19:03:57,15/10/2021 19:04:21,15/10/2021 19:07:11,185296,1/1/1900 00:00:00,181391,0
355551,111,0001,15/10/2021 19:37:29,15/10/2021 19:38:19,15/10/2021 19:41:55,238464,1/1/1900 00:00:00,73868,0
355552,111,0001,15/10/2021 19:41:55,1/1/1900 00:00:00,1/1/1900 00:00:00,818704,1/1/1900 00:00:00,73869,0
355553,117,1005,15/10/2021 19:46:18,15/10/2021 19:47:31,1/1/1900 00:00:00,249632,1/1/1900 00:00:00,65550,0
355524,111,0001,15/10/2021 18:27:43,15/10/2021 18:28:33,15/10/2021 18:32:11,240976,1/1/1900 00:00:00,73859,0
355525,112,0001,15/10/2021 18:29:21,15/10/2021 18:31:47,15/10/2021 18:34:37,185232,1/1/1900 00:00:00,181385,0
355526,111,0001,15/10/2021 18:32:11,15/10/2021 18:33:01,15/10/2021 18:36:39,242576,1/1/1900 00:00:00,73860,0
355527,112,0001,15/10/2021 18:34:37,15/10/2021 18:47:24,15/10/2021 18:50:31,187632,1/1/1900 00:00:00,181386,0
355528,111,0001,15/10/2021 18:36:39,15/10/2021 18:40:13,15/10/2021 18:44:12,247024,1/1/1900 00:00:00,73861,0
355529,111,0001,15/10/2021 18:44:12,15/10/2021 18:46:13,15/10/2021 18:50:08,244848,1/1/1900 00:00:00,73862,0
355530,117,0006,15/10/2021 18:45:00,15/10/2021 18:46:37,15/10/2021 19:03:56,1056144,1/1/1900 00:00:00,65547,0
355531,111,0001,15/10/2021 18:50:08,15/10/2021 19:11:14,15/10/2021 19:14:52,235056,1/1/1900 00:00:00,73863,0
355532,115,0006,15/10/2021 18:50:16,15/10/2021 18:54:15,15/10/2021 19:10:49,1002656,1/1/1900 00:00:00,36191,0
355533,112,0001,15/10/2021 18:50:31,15/10/2021 18:50:54,15/10/2021 18:53:51,185232,1/1/1900 00:00:00,181387,0
355534,112,0001,15/10/2021 18:53:51,15/10/2021 18:54:16,15/10/2021 18:57:05,185184,1/1/1900 00:00:00,181388,0
355535,112,0001,15/10/2021 18:57:05,15/10/2021 19:00:43,15/10/2021 19:03:57,185248,1/1/1900 00:00:00,181390,0
355536,117,0006,15/10/2021 19:03:56,15/10/2021 19:10:01,15/10/2021 19:27:22,1055664,1/1/1900 00:00:00,65548,0
355537,112,0001,15/10/2021 19:03:57,15/10/2021 19:04:21,15/10/2021 19:07:11,185296,1/1/1900 00:00:00,181391,0
355538,112,0001,15/10/2021 19:07:11,15/10/2021 19:14:04,15/10/2021 19:17:19,183952,1/1/1900 00:00:00,181394,0
355539,115,0006,15/10/2021 19:10:49,15/10/2021 19:13:39,15/10/2021 19:30:13,1003088,1/1/1900 00:00:00,36192,0
355540,111,0001,15/10/2021 19:14:52,15/10/2021 19:17:42,15/10/2021 19:21:20,239792,1/1/1900 00:00:00,73864,0
355541,112,0001,15/10/2021 19:17:19,15/10/2021 19:17:43,15/10/2021 19:20:34,184080,1/1/1900 00:00:00,181395,0
355542,112,0001,15/10/2021 19:20:34,15/10/2021 19:20:57,15/10/2021 19:23:44,183984,1/1/1900 00:00:00,181396,0
355543,111,0001,15/10/2021 19:21:20,15/10/2021 19:22:32,15/10/2021 19:26:33,246544,1/1/1900 00:00:00,73865,0
355544,112,0001,15/10/2021 19:23:44,15/10/2021 19:30:38,15/10/2021 19:33:51,183936,1/1/1900 00:00:00,181399,0
355545,111,0001,15/10/2021 19:26:33,15/10/2021 19:27:23,15/10/2021 19:31:26,250384,1/1/1900 00:00:00,73866,0
355546,117,0006,15/10/2021 19:27:22,15/10/2021 19:28:36,15/10/2021 19:46:18,1056192,1/1/1900 00:00:00,65549,0
